4;3;7;1;0;0;1;2;1;3
1;0;0;2;0;0;0;12;0;0
12;0;1;2;13;0;1;0;1;3
8;4;3;0;0;7;0;0;13;6
6;1;4;4;2;0;0;1;4;4
0;1;0;3;1;0;0;6;1;0
1;0;2;0;0;1;0;2;1;0
0;4;0;0;3;0;4;1;0;0
0;4;1;0;3;4;1;4;4;0
0;0;0;0;1;1;0;5;2;0
2;1;1;0;8;1;0;0;1;0
11;1;6;1;2;2;0;0;2;6
0;1;0;1;0;1;0;14;1;0
1;2;3;2;0;4;0;0;4;3
3;0;5;3;1;1;0;0;3;0
0;2;1;3;0;2;1;5;1;0
0;3;3;5;0;0;1;0;3;2
0;0;8;4;1;5;2;0;10;0
1;4;1;5;0;3;2;10;0;0
4;5;1;2;0;4;2;2;0;4
1;3;1;3;0;3;1;0;7;1
7;1;2;0;3;1;0;0;0;5
3;1;5;0;1;2;0;0;3;4
0;0;1;1;13;1;1;2;1;0
2;2;11;1;0;2;0;0;3;1
4;2;6;1;3;0;0;0;5;2
16;0;2;1;0;4;0;0;11;3
1;5;2;0;0;0;0;0;0;4
0;8;0;5;1;0;0;1;3;1
4;3;3;3;0;4;1;0;7;1
0;2;0;1;10;2;0;2;0;0
2;4;0;0;2;0;0;0;4;4
0;1;0;0;18;3;4;1;0;0
2;1;0;1;6;2;1;2;0;1
3;2;4;0;2;4;0;1;3;2
1;3;0;3;0;1;2;5;0;0
11;0;0;0;2;0;0;1;0;4
4;3;2;0;0;7;1;0;10;5
2;2;1;0;0;0;1;2;1;6
0;0;4;2;5;0;2;0;0;1
3;2;2;3;0;1;1;1;3;2
1;4;0;1;2;3;0;0;3;1
1;0;3;0;1;2;0;2;0;0
0;1;6;6;1;0;1;1;0;0
2;0;0;3;0;1;2;2;2;0
0;1;3;0;0;0;2;0;1;1
4;1;0;0;32;0;0;4;0;1
1;2;0;0;3;2;1;2;0;1
6;2;5;2;6;0;1;1;0;2
1;4;3;2;0;3;1;0;6;1
2;5;1;2;0;5;0;4;1;1
6;1;1;0;7;1;0;0;0;2
0;6;0;2;3;1;0;0;1;0
11;0;6;1;1;1;0;0;2;8
0;0;2;7;0;3;1;4;4;1
0;3;0;1;2;0;0;14;0;0
0;5;3;2;5;3;0;1;1;1
4;1;9;2;0;1;1;1;1;1
1;0;5;4;2;2;2;1;1;0
4;1;0;1;6;3;2;0;1;3
0;4;2;0;3;1;0;0;3;3
2;0;1;0;2;2;0;1;0;0
6;0;6;2;1;0;1;1;0;0
1;1;2;4;2;0;1;1;0;0
0;7;0;1;0;1;0;18;1;0
0;4;6;3;0;2;1;0;5;0
2;1;1;0;7;3;0;0;1;0
2;0;2;0;0;1;0;2;3;0
1;2;2;1;0;1;2;3;1;1
0;9;2;2;0;2;0;7;1;0
0;2;2;8;4;4;0;6;0;0
0;0;2;0;13;0;1;0;1;4
2;2;1;1;3;3;0;0;2;0
1;3;1;4;0;7;0;0;6;1
0;1;3;6;0;0;0;0;1;1
2;4;2;2;2;3;1;1;4;0
2;3;0;3;4;1;0;1;0;0
2;5;3;1;1;2;2;0;10;2
0;0;1;1;34;0;2;0;0;2
1;0;1;0;0;6;1;1;3;1
1;1;0;1;42;0;1;1;0;1
1;7;1;0;3;4;0;0;1;0
5;3;2;1;6;3;2;0;7;1
5;0;2;0;1;0;0;0;0;1
0;1;1;0;13;1;0;2;0;1
2;1;1;0;22;0;0;1;2;0
0;2;0;3;1;8;0;7;3;0
12;2;2;0;4;0;0;0;0;7
0;4;2;2;1;0;0;3;0;1
2;2;0;1;15;2;1;0;1;1
5;0;1;1;1;0;1;0;0;2
1;0;1;0;8;1;0;2;1;0
4;0;0;0;11;0;2;1;0;1
3;0;1;0;6;0;1;0;1;1
3;0;0;0;5;0;1;1;0;1
1;1;1;1;2;0;0;0;0;0
9;3;1;1;3;1;2;0;0;5
1;0;1;2;1;0;0;2;0;0
0;4;0;2;1;1;0;5;0;1
2;1;7;3;3;4;0;0;4;0
